Location_Name,County,Utilities,Type,Address,Latitude,Longitude,url,Languages,Clients
HDFC Bank ATM,,atm,,", all",12.97390423,77.5475916,www.google.com,,
HDFC Bank ATM,,atm,,", all",12.91895843,77.6426733,www.google.com,,
HDFC Bank ATM,,atm,,", all",15.27461243,76.3814621,www.google.com,,
HDFC Bank ATM,,atm,,", all",12.90811053,77.547977,www.google.com,,
HDFC BANK ATM,,atm,,", all",12.93884973,77.6020928,www.google.com,,
HDFC Bank atm,,atm,,", all",12.27634293,76.6227944,www.google.com,,
HDFC Bank Limited,,atm,,", all",12.33048033,76.6452435,www.google.com,,
Hebbal,,Public Transport,,", all",13.0425476,77.5862489,www.google.com,,
Hebbe Waterfalls,,,Waterfalls,"Waterfalls, all",13.541563,75.725247,www.google.com,,
Hebsur,,Public Transport,,", all",15.4232161,75.2859178,www.google.com,,
Heelalige,,Public Transport,,", all",12.8132888,77.7110736,www.google.com,,
Hegde Petrol Bunk,,Fuel Station,,", all",13.6879839,75.237133,www.google.com,,
Heggadahalli,,,,", all",12.049495,76.364903,www.google.com,,
Hejjala,,Public Transport,,", all",12.8484112,77.4183276,www.google.com,,
Hesaraghatta Lake Bed,,,Water_Activities,"Water_Activities, all",13.158536,77.488839,www.google.com,,
Hidkal Dam Power House,,,Water_Activities,"Water_Activities, all",16.141746,74.645167,www.google.com,,
Hidkal Dam Walkway,,,Water_Activities,"Water_Activities, all",16.129008,74.648497,www.google.com,,
Hidkal Dam Watch Point,,,Water_Activities,"Water_Activities, all",16.166624,74.633456,www.google.com,,
Hidlumane Falls,,,Waterfalls,"Waterfalls, all",13.876913,74.888306,www.google.com,,
HiDrive Auto LPG,,Fuel Station,,", all",12.9013144,77.585703,www.google.com,,
High Church,,,,", all",14.801968,74.131583,www.google.com,,
Himavad Gopalaswamy Betta Temple Entrance,,,Spiritual,"Spiritual, all",11.744765,76.6495,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.21118577,77.25788035,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.8425899,75.69590902,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.98948138,77.57263458,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.99183985,77.61472227,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.02470925,77.5853035,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.95577026,77.5808165,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.15250361,77.56814859,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.0302966,77.57077463,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.88183786,77.4479887,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.03157023,77.08159074,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.86347957,77.65888273,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.99230006,76.06281849,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.82691264,77.41229097,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.0436252,77.5536883,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.0565512,77.5930651,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.0272045,77.5435192,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.2872351,76.6505842,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.9065766,77.5907568,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.211127,77.2579508,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.8385874,75.7136565,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",17.7716597,77.1271214,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.9169934,75.0682903,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.704866,75.8364058,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.3318055,77.001231,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.4568765,77.0506023,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",16.0008924,74.5049422,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.4250048,75.2526075,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.9609545,77.5284088,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.2264187,75.7465542,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.4436442,75.9809176,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.383844,76.0304872,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.3372182,76.1637785,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.9295766,77.5040348,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.0206859,77.5521442,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",13.084774,77.5532332,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.9360141,77.5165258,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.6986115,77.2505486,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.607862,77.0536262,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.4899151,77.0357171,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.4773894,77.0349312,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.3868816,77.0591328,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.3866484,77.0597309,www.google.com,,
Hindustan Petroleum,,Fuel Station,,", all",12.8704989,77.4390528,www.google.com,,
Hindustan Petroleum Corporation Limited,,Fuel Station,,", all",17.8072256,77.0023009,www.google.com,,
Hindustan Petroleum Corporation Limited,,Fuel Station,,", all",17.7966231,77.03366,www.google.com,,
Hindustan Petroleum Corporation Limited,,Fuel Station,,", all",17.7694421,77.0923734,www.google.com,,
Hindustan Petroleum Corporation Limited,,Fuel Station,,", all",17.7709282,77.0865773,www.google.com,,
Hindustan Petroleum Corporation Limited,,Fuel Station,,", all",17.8164575,76.9666165,www.google.com,,
Hindusthan Petroleum,,Fuel Station,,", all",13.4669741,77.041601,www.google.com,,
Hirehalli,,Public Transport,,", all",13.2806649,77.1887827,www.google.com,,
HirekoLale,,,,", all",13.357556,75.713707,www.google.com,,
Hirenanduru,,Public Transport,,", all",17.2581814,76.8721408,www.google.com,,
Hirisave,,Public Transport,,", all",12.9471671,76.5745378,www.google.com,,
Hitech Hospital Udupi,,Hospital,,", all",13.3378223,74.7370886,www.google.com,,
Holalkere,,,,", all",14.050458,76.181272,www.google.com,,
Holalkere,,Public Transport,,", all",14.040202,76.1309051,www.google.com,,
Hole Alur,,Public Transport,,", all",15.82027,75.6467462,www.google.com,,
Hole Narsipur,,Public Transport,,", all",12.7853649,76.2466335,www.google.com,,
HoleBagilu,,,,", all",14.077738,74.911857,www.google.com,,
Holy Cross,,Hospital,,", all",13.33811177,75.80426953,www.google.com,,
Holy Cross Hospital,,Hospital,,", all",13.3381041,75.8042371,www.google.com,,
Hombal,,Public Transport,,", all",15.5223437,75.5776487,www.google.com,,
Honnamana Kere,,,,", all",12.620782,75.880627,www.google.com,,
Honnamana Kere Temple,,,Spiritual,"Spiritual, all",12.620321,75.879366,www.google.com,,
Honnammana Halla Waterfalls,,,Waterfalls,"Waterfalls, all",13.423192,75.745616,www.google.com,,
Honnammana Halla Waterfalls,,,Waterfalls,"Waterfalls, all",13.423192,75.745616,www.google.com,,
Honnavalli Road,,Public Transport,,", all",13.2753915,76.3683093,www.google.com,,
Honnavar,,Public Transport,,", all",14.3159009,74.432402,www.google.com,,
Honnemaradu,,,,", all",14.174843,74.873758,www.google.com,,
Hoodi,,Public Transport,,", all",12.9959233,77.7192796,www.google.com,,
Hoodi,,Public Transport,,", all",12.9888029,77.711326,www.google.com,,
Hoovina Kere,,,,", all",13.535436,74.689168,www.google.com,,
Hopefarm Channasandra,,Public Transport,,", all",12.9873426,77.7538033,www.google.com,,
Hosa Agrahara,,Public Transport,,", all",12.5701214,76.3617065,www.google.com,,
Hosabettu Petrol Pump,,Fuel Station,,", all",12.9767036,74.8038254,www.google.com,,
Hosadurga Road,,Public Transport,,", all",13.8626282,76.1331585,www.google.com,,
Hosapete Bus Stand,,Public Transport,,", all",15.2751874,76.3892617,www.google.com,,
Hosapete Junction,,Public Transport,,", all",15.2865355,76.3865828,www.google.com,,
Hospital,,Hospital,,", all",17.90688238,77.49496105,www.google.com,,
Hotel Chalukya,,Hotel,,", all",12.98468064,77.58765944,www.google.com,,
Hotel Dasaprakash Paradise,,Hotel,,", all",12.32674447,76.64016876,www.google.com,,
Hotel Heritage,,Hotel,,", all",13.84377102,75.7034152,www.google.com,,
Hotel Ibis,,Hotel,,", all",12.92997339,77.68322339,www.google.com,,
Hotel Jewel Rock,,Hotel,,", all",13.00333491,76.11166372,www.google.com,,
Hotel Pheonix,,Hotel,,", all",12.96023418,77.72017729,www.google.com,,
Hotel Ram Prasad,,Hotel,,", all",12.96737395,77.6067038,www.google.com,,
Hotel Royal Galaxy,,Hotel,,", all",12.97786138,77.69289118,www.google.com,,
Hotel Siddharta,,Hotel,,", all",12.30843116,76.6605641,www.google.com,,
Hoysala Auto gas,,Fuel Station,,", all",12.2858697,76.6548861,www.google.com,,
Hoysaleshwara Temple,,,Spiritual,"Spiritual, all",13.213357,75.994579,www.google.com,,
Hoysaleshwara Temple,,,Spiritual,"Spiritual, all",13.213357,75.994579,www.google.com,,
HP,,Fuel Station,,", all",12.91534508,77.63850179,www.google.com,,
HP,,Fuel Station,,", all",12.30263149,76.61621808,www.google.com,,
HP,,Fuel Station,,", all",12.95911516,77.65330463,www.google.com,,
HP,,Fuel Station,,", all",12.9413757,77.49317768,www.google.com,,
HP,,Fuel Station,,", all",13.0026436,77.58379757,www.google.com,,
HP,,Fuel Station,,", all",12.98904332,76.09293403,www.google.com,,
HP,,Fuel Station,,", all",13.01262384,76.09526405,www.google.com,,
HP,,Fuel Station,,", all",15.84204642,75.12532607,www.google.com,,
HP,,Fuel Station,,", all",12.93003765,77.61514547,www.google.com,,
HP,,Fuel Station,,", all",12.97522752,77.69692683,www.google.com,,
HP,,Fuel Station,,", all",12.97090101,77.7673634,www.google.com,,
HP,,Fuel Station,,", all",12.95643829,77.71062118,www.google.com,,
HP,,Fuel Station,,", all",12.96528142,77.73312413,www.google.com,,
HP,,Fuel Station,,", all",12.95657479,77.69743452,www.google.com,,
HP,,Fuel Station,,", all",13.00763041,77.69175209,www.google.com,,
HP,,Fuel Station,,", all",13.0095536,77.75928731,www.google.com,,
HP,,Fuel Station,,", all",13.01025643,77.6621974,www.google.com,,
HP,,Fuel Station,,", all",12.95561483,77.72318297,www.google.com,,
HP,,Fuel Station,,", all",11.8178753,76.684553,www.google.com,,
HP,,Fuel Station,,", all",12.9759149,77.5979047,www.google.com,,
HP,,Fuel Station,,", all",12.9059935,77.5421849,www.google.com,,
HP,,Fuel Station,,", all",12.9440879,77.5293108,www.google.com,,
HP,,Fuel Station,,", all",12.8305804,77.681425,www.google.com,,
HP,,Fuel Station,,", all",12.313106,76.6446565,www.google.com,,
HP,,Fuel Station,,", all",13.0234554,77.5099399,www.google.com,,
HP,,Fuel Station,,", all",12.9916432,77.5578265,www.google.com,,
HP,,Fuel Station,,", all",12.8115216,77.5857762,www.google.com,,
HP,,Fuel Station,,", all",12.9505686,78.2556487,www.google.com,,
HP,,Fuel Station,,", all",15.6850226,74.7174907,www.google.com,,
HP,,Fuel Station,,", all",13.3188801,76.6922807,www.google.com,,
HP,,Fuel Station,,", all",15.460573,74.9621347,www.google.com,,
HP,,Fuel Station,,", all",12.8261557,77.6228297,www.google.com,,
HP,,Fuel Station,,", all",12.4461095,75.9293644,www.google.com,,
HP,,Fuel Station,,", all",12.3377253,76.1019409,www.google.com,,
HP,,Fuel Station,,", all",15.8236521,74.4974194,www.google.com,,
HP,,Fuel Station,,", all",12.9989226,77.624079,www.google.com,,
HP,,Fuel Station,,", all",13.614924,77.5178406,www.google.com,,
HP,,Fuel Station,,", all",13.5678427,77.5101701,www.google.com,,
HP,,Fuel Station,,", all",13.4975111,77.5145756,www.google.com,,
Hp,,Fuel Station,,", all",13.1933614,74.9934176,www.google.com,,
HP,,Fuel Station,,", all",12.9359071,77.5155106,www.google.com,,
HP,,Fuel Station,,", all",13.1368963,77.5686508,www.google.com,,
HP,,Fuel Station,,", all",12.8743199,77.5421124,www.google.com,,
HP,,Fuel Station,,", all",15.3610427,75.2080866,www.google.com,,
HP,,Fuel Station,,", all",12.3643713,76.6097739,www.google.com,,
HP Auto Care,,Fuel Station,,", all",12.9812136,77.6570884,www.google.com,,
HP Filling station,,Fuel Station,,", all",14.7840331,75.9831785,www.google.com,,
HP Fuel Station Bunk,,Fuel Station,,", all",13.0089706,76.106003,www.google.com,,
HP Fuel Station Station,,Fuel Station,,", all",12.87842384,77.56717117,www.google.com,,
HP Gas,,Fuel Station,,", all",12.91470006,77.66679371,www.google.com,,
HP Gas Station,,Fuel Station,,", all",12.98535728,76.10950707,www.google.com,,
HP Petrol,,Fuel Station,,", all",13.0103477,77.5367403,www.google.com,,
HP Petrol / Gas Station,,Fuel Station,,", all",12.99703029,77.69184298,www.google.com,,
HP Petrol / Gas Station,,Fuel Station,,", all",13.08136026,77.59283028,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",15.15716469,76.94099438,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",13.43949603,77.71304584,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",13.59238442,77.7840557,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",15.4321995,75.6357401,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",12.9771222,77.5466032,www.google.com,,
Hp Petrol Bunk,,Fuel Station,,", all",12.3052918,76.2985441,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",12.3100139,76.2963689,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",12.9782061,77.6795785,www.google.com,,
HP petrol Bunk,,Fuel Station,,", all",12.5277132,76.8908892,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",13.4084404,77.084916,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",13.0124041,76.1259054,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",13.4235241,75.2625089,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",13.0099373,77.682312,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",13.0258757,76.1067915,www.google.com,,
HP Petrol Bunk,,Fuel Station,,", all",12.3258054,76.357407,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",12.90986638,77.68784897,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",12.64844568,77.18802732,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",15.35809088,75.12809064,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",15.35568165,76.4929076,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",12.933506,77.6303939,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",12.996529,77.6117676,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",12.9963723,75.325581,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",14.7573079,75.1233639,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",17.1722244,77.2802463,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",13.3043898,75.7651574,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",16.5907329,76.8651639,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",13.0256823,77.6303846,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",12.9470987,74.8123245,www.google.com,,
HP petrol pump,,Fuel Station,,", all",12.9858493,77.4792481,www.google.com,,
HP Petrol Pump,,Fuel Station,,", all",13.0108223,77.6458352,www.google.com,,
hp petrol pump,,Fuel Station,,", all",12.5292605,76.9047033,www.google.com,,
HP Petrol Pump - Sanmati Diesel Centre,,Fuel Station,,", all",15.868687,74.4873295,www.google.com,,
HP Petrol station,,Fuel Station,,", all",13.3249441,75.7722863,www.google.com,,
HP Petrol station,,Fuel Station,,", all",12.5287083,76.90373,www.google.com,,
HP Petroleum Pump,,Fuel Station,,", all",12.8730984,74.85161377,www.google.com,,
HP Pump,,Fuel Station,,", all",15.8625649,74.5262794,www.google.com,,
HPCL,,Fuel Station,,", all",13.2041972,77.2648422,www.google.com,,
HSBC,,atm,,", all",12.97033473,77.6093582,www.google.com,,
HSBC ATM,,atm,,", all",12.92872513,77.5911273,www.google.com,,
HSR Bus Depot,,Public Transport,,", all",12.9198281,77.6447283,www.google.com,,
HSR Layout,,Public Transport,,", all",12.9127356,77.6380054,www.google.com,,
Hubballi South,,Public Transport,,", all",15.3332215,75.175436,www.google.com,,
Hulekunteswara Gas Station,,Fuel Station,,", all",14.2193265,76.4195975,www.google.com,,
Hulikal,,,,", all",13.739458,75.024606,www.google.com,,
Hulkoti,,Public Transport,,", all",15.4327916,75.5274169,www.google.com,,
Hullikere Lake,,,Water_Activities,"Water_Activities, all",15.339444,76.144679,www.google.com,,
Humanabad,,Public Transport,,", all",17.7715078,77.1393693,www.google.com,,
Hunasenahalli,,Public Transport,,", all",13.4003265,77.9467135,www.google.com,,
Hunsi hadgil,,Public Transport,,", all",17.352794,76.6467619,www.google.com,,
Hutti Bus Public Transport,,Public Transport,,", all",16.2010747,76.6663036,www.google.com,,
Hutti Camp Bus Stand,,Public Transport,,", all",16.1956206,76.6564791,www.google.com,,
Hutti Gold Mines,,,,", all",16.201442,76.649213,www.google.com,,
IBP Petrol Pump,,Fuel Station,,", all",13.0123771,77.6666289,www.google.com,,
IBP petrol pump,,Fuel Station,,", all",12.9855941,77.5252604,www.google.com,,
IBP Petrol Station,,Fuel Station,,", all",12.9380085,77.5496081,www.google.com,,
Ibrahim Rouza,,,,", all",16.82699,75.702348,www.google.com,,
ICIC Bank,,atm,,", all",13.07061573,74.9997728,www.google.com,,
ICIC Bank,,atm,,", all",13.02099043,77.7029783,www.google.com,,
ICICI,,atm,,", all",12.93592713,77.5179968,www.google.com,,
ICICI,,atm,,", all",12.98459043,77.6748205,www.google.com,,
ICICI,,atm,,", all",13.02222913,77.6004298,www.google.com,,
ICICI,,atm,,", all",12.90438333,77.6455159,www.google.com,,
ICICI,,atm,,", all",12.88633583,74.8382713,www.google.com,,
ICICI,,atm,,", all",12.93422543,77.5344569,www.google.com,,
ICICI,,atm,,", all",12.84141703,77.647821,www.google.com,,
ICICI,,atm,,", all",13.10384543,77.5745698,www.google.com,,
ICICI ATM,,atm,,", all",13.03403313,77.5563802,www.google.com,,
ICICI ATM,,atm,,", all",12.91614493,77.6054538,www.google.com,,
ICICI ATM,,atm,,", all",13.01622633,77.5338798,www.google.com,,
ICICI ATM,,atm,,", all",13.10382783,77.5716243,www.google.com,,
ICICI Bank,,atm,,", all",12.84373073,77.6623009,www.google.com,,
ICICI Bank,,atm,,", all",12.99299113,77.5390937,www.google.com,,
ICICI Bank,,atm,,", all",12.29321213,76.6453727,www.google.com,,
ICICI Bank,,atm,,", all",12.99409763,77.571267,www.google.com,,
